vendor,rank,title,url,evidence
rocketlane,7,Rocketlane becomes CSA STAR LEVEL ONE certified,https://www.rocketlane.com/press/cloud-security-alliance-csa-attests-rocketlanes-infosec-capability-with-star-level-one-recognition,"Rocketlane is #1 rated PSA software with the best-in-class security measures that include CSA STAR LEVEL ONE, ISO 27001: 2022, and SOC 2 certification. Try now. | 13, 2023 -- Rocketlane, the world's first customer-centric service delivery platform, today announced that it got Cloud Security Alliance (CSA) STAR LEVEL ONE certified. Founded in 2013 by the CSA, the Security Trust Assurance and Risk - STAR, evaluates cloud  | It has a comprehensive security, privacy, and data processing program as it adheres to SOC2 Type 2, Europe's GDPR, the California Consumer Privacy Act of 2018, and the ISO 27001:2022."
rocketlane,8,7 Best Project Financial Management Tools for PS teams,https://www.rocketlane.com/blogs/project-financial-management-tools,"Compare the top 7 project financial management tools for PS teams — Rocketlane, Certinia, OpenAir, Kantata, etc., with features, pricing, and how to choose. | Security & Compliance (SOC 2, SSO, Audit Logs) SOC 2–compliant with SSO, role-based access, and audit logs—so enterprise security standards are met without slowing delivery teams. | Level 3 — Work execution: Nitro Analyst answers financial questions in plain language — connecting revenue, margin, delivery, time, and resource data across every active project. AI Governance enforces timesheet compliance and project governance rules at the p | Project accounting and billing. Configurable billing rules for milestone and T&M engagements. Expense tracking with approval workflows. Audit trail for compliance."
rocketlane,9,Best Time Tracking Software for Consultants 2026,https://www.rocketlane.com/blogs/time-tracking-software-for-consultants,"Fixed-fee, T&M, retainer, milestone, and subscription billing run simultaneously within a single system. Approved time flows directly into invoicing with locked periods protecting revenue recognition accuracy — making the numbers audit-ready for ASC 606 and SO | Replicon is built for organizations where time tracking is primarily a compliance and workforce management function — think enterprise legal, government contracting, and regulated industries with strict audit trail requirements."
rocketlane,10,Best Customer Onboarding Portal Software in 2026,https://www.rocketlane.com/blogs/customer-onboarding-portal,"Compare the 6 best customer onboarding portal tools for 2026 on features, pricing, and strong fit for professional services teams. | Rocketlane supports that evolution through role-based permissions, SSO and SAML, audit trails, workflow governance, resource management, time tracking, multi-currency operations, and integrations with platforms such as Salesforce, HubSpot, NetSuite, QuickBooks | Europe: GDPR compliance, data governance, security controls, and multi-currency operations are often table stakes. Practitioners recommend validating data residency, compliance documentation, and support for distributed delivery teams early in the evaluation p"
salesforce,1,Data 360 Security Architecture | Data 360 and Integration | ...,https://architect.salesforce.com/docs/architect/fundamentals/guide/data360_security_architecture,"Data 360 Security Architecture | Data 360 and Integration | ... | At Salesforce, he serves as a trusted advisor to customers and a key leader in the Security and Compliance Customer Trust function within the CISO organization. Previously, Krishna spent 10 years at Cisco, leading security architecture across IAM, network secu | SOC 1, SOC 2, and SOC 3: Independent reports confirming the design and operational effectiveness of Salesforce’s security and privacy controls. PCI DSS: Ensures the secure processing and storage of payment card information. FedRAMP High & DoD Impact Level 4: C | Compliance Alignment: Satisfies security standards like ISO 27001, SOC 2, and FedRAMP."
salesforce,2,Salesforce Powers Limitless Government Capacity and Efficient ...,https://www.salesforce.com/news/stories/fedramp-high-agentforce-salesforce-platform/,"Salesforce partner ecosystem helps government leaders get up and running fast: U.S. public sector leaders can speed up implementation and increase ROI by working with trusted partners who can help them quickly make the most of Salesforce technology. Accenture  | Salesforce products including Agentforce, Data Cloud, Marketing Cloud, and Tableau Next have achieved FedRAMP High authorization, uniting AI agents, apps, and data for U.S. public sector organizations for the first time · The Salesforce partner ecosystem, incl | What is now authorized: The following Salesforce products are now FedRAMP High authorized: Agentforce increases service capacity with digital labor that can complete tasks with speed and scale while continuously learning and adapting. Data Cloud enables public | Digital Engagement empowers government contact centers to compliantly scale consistent and personalized experie"
salesforce,3,Salesforce Trust and Compliance Documentation | Salesforce,https://www.salesforce.com/company/legal/trust-and-compliance-documentation/,"Salesforce Trust and Compliance Documentation | Salesforce | Explore all Salesforce trust and compliance documentation and information, including security, architecture, subprocessors, and third-party terms. | The Notices and License Information (“NLI”) which describes the features, restrictions and notices associated with any: • Information sourced from third parties or public sources and provided to customers via these services, • Functionality that allows custome | The Security, Privacy, and Architecture (“SPARC”), which describes: • The architecture of the services, • The security and privacy related audits and certifications received for the services, and • The administrative, technical and physical controls applicable"
salesforce,4,SOC 2 Report - OpenAI - Salesforce Compliance Site,https://compliance.salesforce.com/en/documents/a006e00001ANHpZAAX,"SOC 2 Report - OpenAI - Salesforce Compliance Site | View details and download versions for the document: SOC 2 Report - OpenAI. | The MuleSoft Government Cloud is a secure, FedRAMP-compliant deployment environment that enables U.S. Government agencies to use t · Applicable to the services branded as Tableau Next, including the underlying Data Cloud, Tableau Semantics and Agentforce Servi"
salesforce,5,SOC 2 Report - Government Cloud Plus - Salesforce Compliance Site,https://compliance.salesforce.com/en/documents/a005A00000jGuSUQA0,"SOC 2 Report - Government Cloud Plus - Salesforce Compliance Site | View details and download versions for the document: SOC 2 Report - Government Cloud Plus. | Granting Access: Upon receiving the notification from the FedRAMP PMO, Salesforce will grant you access to the Public Sector Document Portal. For State, Local, Quasi-Governmental Agencies and Implementation Partners: | Submit the Completed Form: Email the completed form to the email address, package-access@fedramp.gov, shown on the form. | You must have a .gov or .mil email address to access a FedRAMP Security Package. | Wait for Notification: Once the FedRAMP Program Management Office (PMO) reviews and processes your request, Salesforce will receive a notification."
salesforce,6,SOC 2 Report - Amazon Web Services (AWS) - Salesforce Compliance Site,https://compliance.salesforce.com/en/documents/a006e000011Py43AAC,"SOC 2 Report - Amazon Web Services (AWS) - Salesforce Compliance Site | View details and download versions for the document: SOC 2 Report - Amazon Web Services (AWS). | Applicable only to the services branded as MuleSoft Government Cloud. The MuleSoft Government Cloud is a secure, FedRAMP-compliant deployment environment that enables U.S."
salesforce,7,The Salesforce Platform - Transformed for Tomorrow | Get Started ...,https://architect.salesforce.com/docs/architect/fundamentals/guide/platform-transformation,"Salesforce adheres to over 40 security and compliance standards such as PCI/DSS, GDPR, HIPAA, FedRamp, and more. Key security principles include Zero Trust Architecture (ZTA) and end-to-end encryption, ensuring the protection of customer data across all proces | Rapid advancements in AI, including machine learning, generative AI, and agentic experiences. Increased data residency and regulatory requirements across industries and countries. | Apps and Industries: Provides a suite of customizable apps and industry-specific solutions built on the platform’s integrated capabilities, leveraging the full range of lower-layer functionalities, and with deeply integrated AI agents. Salesforce has been deve"
salesforce,8,​Salesforce Services and other services and features​ ...,https://www.salesforce.com/en-us/wp-content/uploads/sites/4/documents/legal/misc/salesforce-security-privacy-and-architecture.pdf,"​Salesforce Services and other services and features​ ​Security, Privacy​ · ​and Architecture​ | ​3402), SOC 2 and SOC 3 reports are available for download on Salesforce’s compliance website.​ · ​●​ ​Information System Security Management and Assessment Program (ISMAP)​: ISMAP is a​ · ​program that was established to assess and register cloud services tha | ​to certain Covered Services and features. Information about security and privacy-related audits and​ · ​certifications received by AWS, including ISO 27001 certification and SOC reports, is available from the​ | ​and features. Information about security and privacy-related audits and certifications received by Heroku,​ · ​including ISO 27001 certification and SOC reports, is available in the “​Heroku Security, Privacy and​ | ​of SOC 1 (SSAE 18 / ISAE 3402), SOC 2 or SOC 3 audits with the exclusion of Communications​"
salesforce,9,Trust & Compliance Home Page Change Log Table of Contents 1,https://www.salesforce.com/en-us/wp-content/uploads/sites/4/documents/legal/misc/trust-and-compliance-change-log.pdf,"Trust & Compliance Home Page Change Log Table of Contents 1 | Trust & Compliance Home Page · Change Log Table of Contents | Audits and Certifications: Clarified which audits and certifications apply to Commerce Marketplace. ... User Authentication: Noted that passwords are encrypted for Commerce Marketplace. ... No changes. ... No changes. ... Organization Controls (SOC) reports. | Audits and Certifications: Einstein Bots, Einstein Case Wrap-up, Einstein Recommendation Builder, and · Einstein Reply Recommendation added to ISO 27001/27017/27018 certification; and ""Einstein Case Wrap- up, Einstein Recommendation Builder, and Einstein Reply | Audits & Certifications: Amended to include SOC Reports and ISO 27001/27017/27018 Certificates. | Audits and Certifications: Managed Runtime is excluded from the ISO and SOC report certifications."
salesforce,10,Top 7 Most Common Cloud Security Frameworks | Salesforce,https://www.salesforce.com/platform/cloud-data-security/cloud-security-framework/,"Top 7 Most Common Cloud Security Frameworks | Salesforce | Cloud security frameworks ensure data protection and compliance. Learn about the 7 most common frameworks and how Salesforce optimizes security | Compliance support: NIST 800-53 underpins other standards like FedRAMP and FISMA and supports internal audit and governance efforts. Implementation: Organizations should select appropriate controls based on their system categorization (low, moderate, or high), | The Salesforce Platform also supports secure development for your apps and Agentforce, so your teams can build confidently without compromising compliance · Hyperforce boosts global security and performance by deploying Salesforce in major public cloud infrast | That’s why matching your cloud security approach to a trusted platform matters. The Salesforce Platform offers built-in security features to help you meet leading cloud "
servicenow,1,ServiceNow AI Platform Compliance - ServiceNow,https://www.servicenow.com/company/trust/compliance.html,"ServiceNow AI Platform Compliance - ServiceNow | We consistently ensure we conform to all of the common compliance frameworks to establish security and compliance on a continuous basis. | ServiceNow has also undertaken an annual SOC 2 Type 2 attestation since 2013, relevant to security, availability and confidentiality controls listed in the AICPA Trust Services Criteria (TSC). ServiceNow’s SOC 2 report covers the period October 1 (of the prior | To demonstrate this compliance, ServiceNow performed an internal audit of over 80 EU Cloud CoC requirements and was subject to an external assessment of that audit effort. ServiceNow's external validation of adherence to the EU Cloud CoC speaks to our ongoing  | The certification is gained by annual independent audit and ServiceNow has been an ISO/IEC 27018:2019 certified organization since 2016. ... This extension to ISO/IEC 27001 focuses on th"
servicenow,2,White Paper Securing the ServiceNow® AI Platform,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/resource-center/ebook/ebk-how-servicenow-delivers-safe-and-secure-cloud-services.pdf,"• ServiceNow Government Community Cloud and FedRAMP white paper | The ServiceNow artificial intelligence (AI) services environment has a SOC 2 Type 2 attestation. | For more information view the Artificial services (AI) SOC 2 Type 2 report on the ServiceNow CORE Compliance Portal. | Security is a partnership between ServiceNow and the customer, both with specific responsibilities."
servicenow,3,ServiceNow Trust and Compliance Center - ServiceNow,https://www.servicenow.com/company/trust.html,"ServiceNow Trust and Compliance Center - ServiceNow | Information security is one of the highest priorities at ServiceNow. Our Cloud meets rigorous standards and compliance for security assurance. | Explore MyNow, your personalized experience for quick access to your workflows, to-do lists, and AI guided recommendations. Start your day with MyNow. ... Increase your ROI and get more value from the ServiceNow platform. Receive long-term adoption guidance an | Meet the global ServiceNow partners leading the way in innovation and value for our customers. Find tasks, alerts, and information you need, all in one place. Explore innovative apps that extend and complement the ServiceNow AI Platform. ... Bring AI Agents to"
servicenow,4,ServiceNow TrustShare | Home,https://trust.servicenow.com/,"Transparent, real-time security and compliance status to continuously earn the trust of users and customers. | FedRAMPFor the US public sector, this program provides a standardized approach for assessing, monitoring, and authorizing cloud computing products and services under the Federal Information Security Management Act (FISMA). A Provisional Authorization to Operat | ServiceNow is committed to protecting customer data and building trust by maintaining the highest standards of security, privacy and compliance. This portal provides transparency into ServiceNow’s security program by providing access to compliance certificatio | SOC 2 Type IIThis attestation report is intended to provide customers with information about the design and operating effectiveness of controls that are relevant to security, availability, processing integrity, confidentiality, and/or privacy. | ServiceNow Shared"
servicenow,5,"Trust, Privacy & Compliance","https://www.servicenow.com/community/s/cgfwn76974/attachments/cgfwn76974/now-platform-kb/2384/17/Trust,%20Privacy,%20and%20Compliance.pdf","Trust, Privacy & Compliance | Compilation of all articles from the Knowledge Base · Trust, Privacy & Compliance | US Public Sector / FedRamp ..................................................................................................... | unauthorized access to infrastructure. These are documented in the SOC 2 Type 2 report"
servicenow,6,SOC 2 Accelerator - ServiceNow Store,https://store.servicenow.com/store/app/afb277221be46a50a85b16db234bcb9a,"SOC 2 Accelerator - ServiceNow Store | ServiceNow App Store: SOC 2 Accelerator by Aprio Advisory Group LLC - Systems and Organization Controls 2 | The SOC 2 Accelerator is a powerful tool designed to automate and simplify SOC 2 compliance, enhancing security and streamlining processes for organizations. Built on ServiceNow platform using the Systems and Organization Controls 2 (SOC 2) framework, the acce | Apps distributed by ServiceNow partners on the Store with generative AI or agentic AI features (""AI Features"") may consume Assists as specified by the ServiceNow partner. Assists consumed by AI Features are deducted against the total number of Assists availabl | Issue Tracking: automatically generates issues for controls that fail. Comprehensive Dashboard: the dashboard provides an overview of SOC 2 content, including authority documents, citations, control objectives, and assessment q"
servicenow,7,White Paper ServiceNow® Security Best Practices Guide,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/resource-center/white-paper/instance-security-best-practice.pdf,"White Paper ServiceNow® Security Best Practices Guide | • Assess whether to use Step-Up MFA for high-risk access and Step-Down MFA when trust exists. ... When utilizing Single Sign-On (SSO), ensure that at least one Account recovery (ACR) administrator is registered prior to · activation. This precaution secures fa | This practice helps identify potential issues, ensures compatibility with existing workflows, and reduces the ... In the context of the Security Shared Responsibility Model, customers are responsible for configuring their instance using · supported authenticat | by independent third-party auditors. ServiceNow will establish and maintain sufficient controls to meet certification and · attestation for the objectives stated in ISO/IEC 27001, 27017, 27018, 27701, 9001, 22301, 42001 (new AI/IT), and SSAE 18 · SOC 2 Type 2  | instance and restrict access to trusted networks using "
servicenow,8,ServiceNow Trust and Compliance Center - ServiceNow,https://servicenow.com/company/trust/privacy-and-compliance/compliance-certifications/SSAE-16-SOC1-Type-2.html,"ServiceNow Trust and Compliance Center - ServiceNow | Information security is one of the highest priorities at ServiceNow. Our Cloud meets rigorous standards and compliance for security assurance. | Explore MyNow, your personalized experience for quick access to your workflows, to-do lists, and AI guided recommendations. Start your day with MyNow. ... Increase your ROI and get more value from the ServiceNow platform. Receive long-term adoption guidance an | Meet the global ServiceNow partners leading the way in innovation and value for our customers. Find tasks, alerts, and information you need, all in one place. Explore innovative apps that extend and complement the ServiceNow AI Platform. ... Bring AI Agents to"
servicenow,9,ServiceNow AI Platform Compliance,https://www.servicenow.com/au/company/trust/compliance.html,"ServiceNow AI Platform Compliance | We consistently ensure that we conform to all of the common compliance frameworks to establish security and compliance on a continuous basis. | ServiceNow has also undertaken an annual SOC 2 Type 2 attestation since 2013, relevant to security, availability and confidentiality controls listed in the AICPA Trust Services Criteria (TSC). ServiceNow's SOC 2 report covers the period 1 October (of the prior | They have since incorporated and mapped to many common security standards, including NIST 800-53 and the AICPA SOC 2 Trust Services Criteria. The SOC 2 + HITRUST report is a collaboration between the AICPA and the HITRUST Alliance. It provides a mechanism for  | To demonstrate this compliance, ServiceNow performed an internal audit of over 80 EU Cloud CoC requirements and was subject to an external assessment of that audit effort. ServiceNow's external "
servicenow,10,White Paper ServiceNow®— A Secure Platform for Financial Services,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/resource-center/white-paper/wp-security-for-financial-services.pdf,"for Financial Services · Understanding the security, resilience, and | The ServiceNow AI Platform is available for highly regulated markets and can adhere to strict data residency requirements. | Workflows with embedded compliance . . . . . . . . . . . . . . ."
uipath,1,Agentic Automation Security and Governance | UiPath,https://www.uipath.com/platform/agentic-automation/foundation,"Agentic Automation Security and Governance | UiPath | Discover how the UiPath Platform delivers auditing, compliance, and governance, plus secure integrations and easy-to-use tools for every developer. | The UiPath Platform provides auditing, compliance, and governance, as well as secure integration services and easy-to-use tools for every developer. ... With trust, choice, and visibility built in, you define the guardrails–and we enforce them. ... Work with y | Rigorous security and compliance standards required for handling government data and operations: FedRAMP, StateRAMP, C5, ENS, IRAP ... “Perfectly aligning with our vision for intelligent automation at scale, UiPath is the ideal foundation for building enterpri"
uipath,2,ISO/IEC 42001:2023 ushers in a new era of trusted agentic automation ...,https://www.uipath.com/blog/product-and-updates/iso-iec-42001-2023-certification-trusted-agentic-automation,"Agentic governance: guardrails that keep agents, robots, and workflows safe, with jailbreak defenses, personally identifiable information (PII) protection, and policy-first controls · IT governance: policies that protect data regardless of actor, with data los | “In April 2025, UiPath Platform™ for agentic automation was released publicly. By May, driven by our confidence in the governance built-in from day one, we had already kicked off ISO/IEC 42001:2023 certification with our audit partners, Schellman, not for a fr | Agent guardrails policies will block AI agents from crossing approved data boundaries and escalate exceptions to human-in-the-loop review · PII detection and in-flight masking ensure sensitive data detection and pseudonymization before the LLM call is made · L"
uipath,3,Trust and Security – Built for Secure Agentic Scale | UiPath,https://www.uipath.com/legal/trust-and-security,"Trust and Security – Built for Secure Agentic Scale | UiPath | Experience UiPath Trust and security: zero-trust architecture, scalable governance, and compliance-ready protection that safeguards your data, actions & outcomes. | Discover our Global Partner Code of Conduct, our compliance standards, and our certifications and attestations.Find out more"
uipath,4,Automation Cloud - Data security and compliance,https://docs.uipath.com/automation-cloud/automation-cloud/latest/admin-guide/data-security-and-compliance,"Automation Cloud - Data security and compliance | Security design and compliance posture of UiPath cloud platforms, including data protection principles, security attestations, and ongoing security operations. | Access control: Access to the FedRAMP-compliant environment is strictly limited to US permanent residents and citizens located within US soil, reinforcing data security. | Automation Cloud Public Sector operates within a FedRAMP-compliant environment, adhering to the requirements of the Federal Risk and Authorization Management Program. | Data encryption: To achieve FedRAMP compliance, we employ FIPS 140-2 validated encryption for data at rest and in transit, ensuring the highest level of data protection. | Integration assurance: Any third-party services integrated with our platform maintain an equivalent FedRAMP certification."
uipath,5,UiPath Automation Suite™ Delivers On-Premises Agentic AI for ...,https://www.uipath.com/newsroom/uipath-automation-suite-delivers-agentic-ai-for-public-sector,"UiPath announced the release of agentic AI capabilities on UiPath Automation Suite™, helping government agencies and regulated industries accelerate agentic AI and automation adoption while meeting strict data sovereignty and compliance requirements. | Trust and governance: A unified governance model spans agentic, IT, and infrastructure controls – enabling the operation of AI agents within defined policies, with full auditability, data protection, and compliance. UiPath meets leading standards, including IS | The platform runs across AWS, Microsoft Azure, and OpenShift environments, allowing agencies to use the infrastructure they already trust. Flexible Model Deployment: Customers can deploy agentic AI using cloud-hosted models (OpenAI, Google Gemini, Anthropic) o | These new capabilities empower agencies to deploy agentic AI within their own infrastructure using cloud-hosted or self-h"
uipath,6,Governance and security for the agentic enterprise: new in the ...,https://www.uipath.com/blog/product-and-updates/agentic-enterprise-governance-and-security-2025-10-release,"Governance and security for the agentic enterprise: new in the ... | See what’s new in UiPath 2025.10 governance—agentic guardrails, in-flight PII masking, unified audit, and BYO LLM controls that enhance AI safety and compliance. | Beneath this sits IT governance, which manages access, identity, and collaboration across people, robots, and agents. Role-based controls, folder permissions, and unified audit capabilities ensure that every automation operates under intentional and traceable  | Customers can now connect their own large language models—or existing cloud subscriptions—while maintaining all of the platform’s governance and auditing safeguards. Whether the model runs on a private endpoint, a regional cloud, or through a preferred provide | Explore the UiPath Trust Center, your hub for agentic automation security, compliance, audit certifications, and more."
uipath,7,"UiPath Achieves AIUC-1 Certification, Setting New Standard for ...",https://ir.uipath.com/news/detail/430/uipath-achieves-aiuc-1-certification-setting-new-standard-for-ai-agent-security-and-reliability,"UiPath Achieves AIUC-1 Certification, Setting New Standard for ... | Founded by experts with experience at organizations like Anthropic and developed with Orrick, Stanford, the Cloud Security Alliance, MIT, and MITRE, AIUC-1 is the first comprehensive security, safety, and reliability standard for AI agents. About Schellman Sch | NEW YORK--(BUSINESS WIRE)-- UiPath (NYSE: PATH), a global leader in agentic automation, today announced it has achieved AIUC-1 certification, becoming the first enterprise automation platform to meet the world's reference standard for AI agent security and rel | This demonstrates UiPath’s commitment to responsible AI agent deployment in enterprise environments.” · “UiPath’s achievement of AIUC-1 certification reflects a real commitment to the governance, transparency, and security standards that enterprise AI now requ | UiPath is also a Founding Technical Contri"
uipath,8,AgentOps and operationalizing AI agents for the enterprise | UiPath,https://www.uipath.com/blog/ai/agent-ops-operationalizing-ai-agents-for-enterprise,"AgentOps is the new discipline for running AI agents in production. Learn best practices for governance, observability, tool control, human oversight, and cost management, plus how UiPath supports them. | IT governance: UiPath provides identity for runnable artifacts, trace role-based access control (RBAC), personally identifiable information (PII) in-flight detection, and data governance to protect sensitive agentic automations. Access is intentional and trans | According to G2's 2025 AI Agents Insights report, 57% of companies already have AI agents running in production, a clear signal that this is no longer experimental. Yet with production deployment comes a new class of operational burdens: tool access control, a"
uipath,9,UiPath Automation Cloud Achieves SOC 2 Type 1 Certification | UiPath,https://www.uipath.com/newsroom/uipath-automation-cloud-achieves-soc-2-type-1-certification,"UiPath Automation Cloud Achieves SOC 2 Type 1 Certification | UiPath | UiPath today announced its Automation Cloud has received its System and Organization Controls 2 (SOC 2) Type 1 certification. | For more details about UiPath trust and security initiatives, please visit the Trust and Security Center on UiPath.com. UiPath (NYSE: PATH) is a global leader in agentic automation, empowering enterprises to harness the full potential of AI agents to autonomou | Receiving SOC 2 certification meant UiPath demonstrated the achievement of service commitments and system requirements based on the security, confidentiality, and availability trust services criteria. UiPath partnered with CPA firm Schellman & Company, LLC to  | At UiPath, nothing is more important to us than earning the trust of our customers and ensuring security and confidentiality of their data. Establishing trust with our custome"
uipath,10,Complete cloud-based enterprise automation solution | UiPath,https://www.uipath.com/product/automation-cloud,"Every service in-scope for regular audit and verification: SOC 1 Type 2, SOC 2 Type 2, ISO 9001, ISO/IEC 27001, HIPAA, FedRAMP Moderate and StateRAMP | A new, streamlined audit experience to filter audit logs across supported services by date, time range, user, product, and audit activity – all from a single, cohesive experience."
walkme,1,WalkMe Security,https://www.walkme.com/walkme-security/,"WalkMe Security | Rest assured that user and customer data is safe with WalkMe. The WalkMe platform is in compliance with the most extensive security standards, undergoes pen-tests routinely, and is monitored by dedicated teams. Learn more about WalkMe Security. | WalkMe attained compliance certifications and attestations (listed below) assessed by third- parties and independent auditors. WalkMe is committed to comply with global laws and regulations, including EU- GDPR as a data processor, and US- CCPA, as Service Prov | WalkMe is available on the FedRAMP Marketplace. | Available on FedRAMP Marketplace Available upon request | Advertising cookies track activities across websites and are used to better understand your interests and show you ads that are more relevant to you. These cookies may be set through our website by our advertising partners. They may be used by those companies "
walkme,2,Service Organization Controls 3 Report,https://www.walkme.com/wp-content/uploads/2023/03/GT-AICPA-SSAE18-SOC-3-Type-II-Report-1_63be6357.pdf,"through inspection of third-party ISO certifications and SOC 2 reports. In the case that WalkMe identifies · any deviations in the performance of sub-processor controls, findings are evaluated by WalkMe and · discussed with the vendor upon completion of the au | WalkMe maintains its security and privacy controls and audits, pursuant to, amongst others, ISO 27001, ISO 27701, this SOC 2 type II and ISO27799 Security management in health as detailed at:"
walkme,3,"Copyright © 2021 Everest Global, Inc. This document has been ...",https://www.walkme.com/wp-content/uploads/2021/08/Everest-Group-Digital-Adoption-Platform-DAP-Products-PEAK-Matrix%C2%AE-Assessment-with-Technology-Vendor-Landscape-2021_Licensed-by-WalkMe.pdf,"The company has a strong partnership ecosystem that includes SIs such as Accenture and TCS, ISVs such as Microsoft, Icertis, SAP, and Oracle to incorporate Whatfix into their solutions | Microsoft and SAP, and also supports a variety of mobile applications that are built on technologies ... It offers flexible deployment options and can support implementation on both, on-premise and SaaS · models. It can block out sensitive information (using  | They have an increased focus on strengthening the partner ecosystem with System Integrators (SIs), training partners, resellers, Independent Software Vendors (ISVs), and technology partners, | The company’s strategy has been focused on building a strong partnership ecosystem to expand its"
walkme,4,Improve Data Integrity and Compliance - WalkMe Help Center,https://support.walkme.com/knowledge-base/improve-data-integrity-and-compliance/,"Improve Data Integrity and Compliance - WalkMe Help Center | Learn how WalkMe helps validate and enforce data inputs, improving data integrity and compliance. | WalkMe US Customer & Partner WalkMe EU Customer & Partner SAP US Customer & Partner SAP EU Customer & Partner Canada FedRAMP Mobile Partner (w/ no editor access) | This doesn't just save operational time; it also improves reporting accuracy, increases rep trust in the system, and reduces compliance risk in audit-sensitive industries. | Add auto-steps to automate simple interactions like opening menus, clicking buttons, or navigating to the right screen. This minimizes skipped clicks and ensures consistency, especially in compliance-critical workflows like employee offboarding, legal document"
walkme,5,Digital Adoption Platform Pricing - WalkMe,https://www.walkme.com/pricing/,"Digital Adoption Platform Pricing - WalkMe | Take advantage of WalkMe’s versatile digital adoption platform pricing to deliver great user experiences and improve training, productivity, and retention. | Streamline access to WalkMe products via SSO, enabling users to log in with their existing organizational credentials."
walkme,6,7 Best SAP Data Extraction Tools in 2026,https://www.walkme.com/blog/sap-data-extraction-tools/,"Robust data protection: This tool offers advanced security measures and compliance with industry standards, including SOC2, HIPAA, and GDPR. Vast connector library: Over 500 pre-built connectors provide integration with databases and file storage systems. Best | Enterprise-grade security: Features such as encryption, two-factor authentication, and compliance with GDPR, SOC 2, and HIPAA ensure data security. | Successful implementation also ensures these tools align with business goals. Teams should collaborate during both the selection and implementation processes to ensure the new extraction tools can partner well with existing systems."
walkme,7,Top 19 Digital Transformation Platforms,https://www.walkme.com/blog/digital-transformation-platforms/,"Extensive app ecosystem: Connect thousands of popular apps to create custom automated workflows. Code-free automation: Build complex automation without writing a single line of code. Robust security and compliance: Protect sensitive data with features like SSO | MuleSoft Anypoint Platform transforms how organizations manage and integrate their digital ecosystems. It provides a unified approach for designing, managing, and monitoring APIs and integrations across diverse systems. Anypoint Platform streamlines applicatio | AppExchange: Tap into a vast ecosystem of pre-built apps to swiftly address business challenges and drive growth. | Scalability and security: Grow your applications confidently, backed by robust security features like SSO, SAML, and ISO 27001 certification."
walkme,8,MASTER SAAS AGREEMENT - WalkMe - Digital Adoption Platform,https://www.walkme.com/customer-subscription-august2020/,"WalkMe’s customer subscription agreement provides definitions, describes various services, details privacy and data protection protocols, and explains customer obligations. Click here to read more. | 5.4. Security. WalkMe complies with security standards, such as encryption of data in motion over public networks and auditing standards (such as SOC 2 and ISO 27001:2013). Furthermore, Customer’s information is stored with logical separation from information  | The Parties are independent contractors. This Agreement does not create a partnership, franchise, joint venture, agency, and fiduciary or employment relationship between the Parties. | Thank you for your interest in our Partnership Program."
walkme,9,Why WalkMe for enterprise digital transformation?,https://www.walkme.com/why-walkme/,"As the pioneer and leader in digital adoption, we have the most customers, the most trained partners, the largest pool of certified professionals, and the resources of SAP to drive continuous innovation. | ""The firm leads with its commitment to be AI-first across the platform, which is reflected in its clear roadmap, first-to-market FedRAMP certifications, and outstanding market partnerships."" | Advertising cookies track activities across websites and are used to better understand your interests and show you ads that are more relevant to you. These cookies may be set through our website by our advertising partners. They may be used by those companies "
walkme,10,WALKME MASTER LICENSE AND SERVICES AGREEMENT - WalkMe - Digital ...,https://www.walkme.com/customer-subscription/,"WalkMe’s customer subscription agreement provides definitions, describes various services, details privacy and data protection protocols, and explains customer obligations. Click here to read more. | 5.3. Security. WalkMe complies with security standards, such as encryption of data in motion over public networks and auditing standards (such as SOC 2 and ISO 27001:2013). Furthermore, Customer’s information is stored with logical separation from information  | Whether entered into directly with WalkMe or through a Partner, each Ordering Document shall be governed by this Agreement and specifically subject to the applicable license grant, restrictions, and other terms and conditions described in Exhibit A attached he"
whatfix,1,Whatfix is Now SOC 2 Certified! - Whatfix,https://whatfix.com/newsroom/press-releases/whatfix-soc2-certified/,"Whatfix is Now SOC 2 Certified! - Whatfix | In addition to SOC 2, Whatfix has already been certified compliant to ISO 27001:2013 standards for information security management. The SOC 2 audit verifies the effectiveness of controls pertaining to the trust service principles of security, availability, pro | We already have multiple Fortune 500 and large enterprises as customers and it is critical for these companies that their technology partners comply with security regulations,” Khadim Batti, CEO and Cofounder, Whatfix, said. In addition to compliances like ISO | Explore our Use Case Marketplace to see why software clicks better with Whatfix."
