claim_id,captured_at,target,competitor,arena,source_title,source_url,source_type,published_at,retrieved_at,metric_family,metric_name,metric_value,metric_unit,baseline,comparison,claim_text,quote_excerpt,evidence_strength,confidence,confidence_reason,storyboard_use,notes
EV-D33,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,distribution,,,,,,A staged portfolio prevents early technical promise from being mistaken for execution-ready partnership.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 33,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D34,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,90,,,,The first 90 days should reduce uncertainty through bounded tests rather than make execution claims.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 34,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D35,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,closed-cohort partner readiness,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,distribution,,,,,,"The most decision-relevant next events are tape-outs, volume ramps, production benchmarks, design wins, and ecosystem expansion.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 35,Claim kind: recommendation; Co-sources: https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D36,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,,,,,"Recommendation strength should reflect evidence coverage, source independence, and hard-gate robustness.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 36,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D37,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,closed-cohort partner readiness,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,distribution,,,,,,"GTM effectiveness improves when technical proof, commercial offer, and partner role are tailored to the buyer’s deployment context.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 37,Claim kind: recommendation; Co-sources: https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.cornelis.com/; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/
EV-D38,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,distribution,,,,,,"Software, supply, independent benchmarks, customer concentration, and architecture durability are the central diligence risks.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 38,Claim kind: recommendation; Co-sources: https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/
EV-D39,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,,,,,A bottleneck-first watchlist is more useful than treating all ten companies as direct accelerator competitors.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 39,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026
EV-D40,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,2,,,,"The research used CRN’s July 2026 list, Gartner market context, and official company announcements retrieved through Level 2 livecrawl.",,high,high,Specific current company or cohort fact from the cited source.,slide 40,Claim kind: fact; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D41,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,,,,,"The evidence base combines one cohort source, one market source, and current primary company disclosures.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 41,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D42,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,roi_financial,,,,,,"Commercial readiness requires evidence across workload proof, software, supply, reference customers, partners, and economics.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 42,Claim kind: recommendation; Co-sources: https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D43,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,,,,,"A useful ledger links each company to its strongest anchor, decisive gap, and next validation action.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 43,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-D44,2026-07-29,CRN 2026 semiconductor startup cohort,CRN cohort,closed-cohort partner readiness,CRN — The 10 Coolest Semiconductor Startups Of 2026 (So Far),https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far,press,2026-07-15,2026-07-29,other,,,,,,"Calibration requires independent ratings, documented disagreement, and evidence-led adjudication.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 44,Claim kind: recommendation; Co-sources: https://www.gartner.com/en/newsroom/press-releases/2026-04-08-gartner-forecasts-worldwide-semiconductor-revenue-to-exceed-us-dollars-one-point-3-trillion-in-2026; https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth; https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s; https://www.nextsilicon.com/insights/nextsilicon-breakthrough/; https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware; https://www.etched.com/progress; https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/; https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/; https://www.cornelis.com/; https://www.cornelis.com/stories/cornelis-networks-announces-29m-series-b-funding-round; https://lightmatter.co/press-release/lightmatter-unveils-passage-m1000-photonic-superchip-worlds-fastest-ai-interconnect/; https://lightmatter.co/press-release/lightmatter-raises-400m-series-d-quadruples-valuation-to-4-4b-as-photonics-leader-for-next-gen-ai-data-centers/; https://matx.com/research/series_b; https://xsightlabs.com/newsroom/announcements/xsight-labs-announces-x2-programmable-sdn-ethernet-switches-for-hyperscale-and-edge-data-centers-optimized-for-the-ai-factory-era
EV-C12-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,edge deployment,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,other,wedge_evidence,,,,,Purpose-built inference for computer vision and generative AI from edge systems toward data centers.,,medium,high,Specific current company or cohort fact from the cited source.,slide 12 company profile,Vendor-published where based on the company source.
EV-C12-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,edge deployment,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,roi_financial,proof_evidence,250,$M,,,More than $250M raised in 2026; Metis platform shipping and broader manufacturing scale planned.,,high,high,Specific current company or cohort fact from the cited source.,slide 12 company profile,Vendor-published where based on the company source.
EV-C12-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,edge deployment,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,distribution,insertion_evidence,,,,,"Partner Accelerator Network links software vendors, model makers, integrators, and solution providers.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 12 company profile,Vendor-published where based on the company source.
EV-C12-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Axelera AI,edge deployment,Axelera AI — More than $250 million funding,https://axelera.ai/news/axelera-ai-secures-more-than-250-million-funding-on-global-commercial-growth,press,2026-02-24,2026-07-29,roi_financial,risk_evidence,,,,,Must translate funding and partner breadth into repeatable deployments and supply scale.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 12 company profile,Vendor-published where based on the company source.
EV-C13-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Tenstorrent,adaptable compute,Tenstorrent — TT-Ascalon S launch,https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s,official,2026-06-30,2026-07-29,other,wedge_evidence,,,,,"Open, programmable AI compute plus RISC-V CPU IP rather than a closed accelerator-only product.",,medium,high,Specific current company or cohort fact from the cited source.,slide 13 company profile,Vendor-published where based on the company source.; Co-sources: https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far
EV-C13-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Tenstorrent,adaptable compute,Tenstorrent — TT-Ascalon S launch,https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s,official,2026-06-30,2026-07-29,roi_financial,proof_evidence,1,$B,,,TT-Ascalon S launched in June 2026; CRN reports more than $1B raised and global operations.,,high,high,Specific current company or cohort fact from the cited source.,slide 13 company profile,Vendor-published where based on the company source.; Co-sources: https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far
EV-C13-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Tenstorrent,adaptable compute,Tenstorrent — TT-Ascalon S launch,https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s,official,2026-06-30,2026-07-29,other,insertion_evidence,,,,,"Sell systems, license CPU/AI cores, or deploy beside GPUs in sovereign and enterprise infrastructure.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 13 company profile,Vendor-published where based on the company source.; Co-sources: https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far
EV-C13-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Tenstorrent,adaptable compute,Tenstorrent — TT-Ascalon S launch,https://tenstorrent.com/newsroom/tenstorrent-sets-new-performance-records-launches-tt--ascalon-s,official,2026-06-30,2026-07-29,distribution,risk_evidence,,,,,Software maturity and ecosystem adoption must keep pace with a broad hardware portfolio.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 13 company profile,Vendor-published where based on the company source.; Co-sources: https://www.crn.com/news/computing/2026/the-10-coolest-semiconductor-startups-of-2026-so-far
EV-C14-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,NextSilicon,adaptable compute,NextSilicon — Maverick-2 product disclosure,https://www.nextsilicon.com/insights/nextsilicon-breakthrough/,official,2025-10-22,2026-07-29,other,wedge_evidence,,,,,A software-learning Intelligent Compute Architecture dynamically configures dataflow hardware.,,medium,high,Specific current company or cohort fact from the cited source.,slide 14 company profile,Vendor-published where based on the company source.
EV-C14-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,NextSilicon,adaptable compute,NextSilicon — Maverick-2 product disclosure,https://www.nextsilicon.com/insights/nextsilicon-breakthrough/,official,2025-10-22,2026-07-29,roi_financial,proof_evidence,303,$M,,,$303M reported funding; product-volume availability and partner deployments announced.,,high,high,Specific current company or cohort fact from the cited source.,slide 14 company profile,Vendor-published where based on the company source.
EV-C14-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,NextSilicon,adaptable compute,NextSilicon — Maverick-2 product disclosure,https://www.nextsilicon.com/insights/nextsilicon-breakthrough/,official,2025-10-22,2026-07-29,other,insertion_evidence,,,,,"Algorithmically complex HPC, AI, and vector workloads using existing C++, Python, or Fortran code.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 14 company profile,Vendor-published where based on the company source.
EV-C14-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,NextSilicon,adaptable compute,NextSilicon — Maverick-2 product disclosure,https://www.nextsilicon.com/insights/nextsilicon-breakthrough/,official,2025-10-22,2026-07-29,quality_risk,risk_evidence,,,,,Bold performance-per-watt claims need broad independent workload validation.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 14 company profile,Vendor-published where based on the company source.
EV-C15-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Fractile,inference specialists,Fractile — $220 million financing,https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware,press,2026,2026-07-29,other,wedge_evidence,,,,,Co-design from AI research and compiler behavior through microarchitecture and foundry process.,,medium,high,Specific current company or cohort fact from the cited source.,slide 15 company profile,Vendor-published where based on the company source.
EV-C15-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Fractile,inference specialists,Fractile — $220 million financing,https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware,press,2026,2026-07-29,roi_financial,proof_evidence,220,$M,,,"$220M financing led by Accel, Factorial Funds, and Founders Fund.",,high,high,Specific current company or cohort fact from the cited source.,slide 15 company profile,Vendor-published where based on the company source.
EV-C15-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Fractile,inference specialists,Fractile — $220 million financing,https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware,press,2026,2026-07-29,quality_risk,insertion_evidence,,,,,High-token reasoning and frontier-model inference where latency and cost compound quickly.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 15 company profile,Vendor-published where based on the company source.
EV-C15-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Fractile,inference specialists,Fractile — $220 million financing,https://www.fractile.ai/news/fractile-raises-220m-to-build-the-next-generation-of-inference-hardware,press,2026,2026-07-29,distribution,risk_evidence,,,,,"Pre-scale execution: tape-out, software readiness, manufacturing, and customer validation remain ahead.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 15 company profile,Vendor-published where based on the company source.
EV-C16-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,Etched,inference specialists,Etched — Sohu transformer ASIC and progress,https://www.etched.com/progress,official,2026-07,2026-07-29,quality_risk,wedge_evidence,,,,,A transformer ASIC designed for throughput and interactivity rather than broad model coverage.,,medium,high,Specific current company or cohort fact from the cited source.,slide 16 company profile,Vendor-published where based on the company source.
EV-C16-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,Etched,inference specialists,Etched — Sohu transformer ASIC and progress,https://www.etched.com/progress,official,2026-07,2026-07-29,roi_financial,proof_evidence,300,$M,,,Company progress page reports a $300M financing milestone at a $10.3B valuation.,,high,high,Specific current company or cohort fact from the cited source.,slide 16 company profile,Vendor-published where based on the company source.
EV-C16-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,Etched,inference specialists,Etched — Sohu transformer ASIC and progress,https://www.etched.com/progress,official,2026-07,2026-07-29,other,insertion_evidence,,,,,Large-scale inference systems where transformer workloads dominate utilization.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 16 company profile,Vendor-published where based on the company source.
EV-C16-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,Etched,inference specialists,Etched — Sohu transformer ASIC and progress,https://www.etched.com/progress,official,2026-07,2026-07-29,other,risk_evidence,,,,,Architectural concentration creates upside if transformers persist—and exposure if model structures shift.,,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 16 company profile,Vendor-published where based on the company source.
EV-C17-WEDGE,2026-07-29,CRN 2026 semiconductor startup cohort,d-Matrix,inference specialists,d-Matrix — Corsair enters full production,https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/,official,2026-06-09,2026-07-29,quality_risk,wedge_evidence,,,,,"Digital in-memory compute reduces data movement for high-throughput, low-latency inference.",,medium,high,Specific current company or cohort fact from the cited source.,slide 17 company profile,Vendor-published where based on the company source.; Co-sources: https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/
EV-C17-PROOF,2026-07-29,CRN 2026 semiconductor startup cohort,d-Matrix,inference specialists,d-Matrix — Corsair enters full production,https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/,official,2026-06-09,2026-07-29,roi_financial,proof_evidence,450,$M,,,Corsair in full production; $450M total funding and a $2B valuation reported by the company.,,high,high,Specific current company or cohort fact from the cited source.,slide 17 company profile,Vendor-published where based on the company source.; Co-sources: https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/
EV-C17-INSERTION,2026-07-29,CRN 2026 semiconductor startup cohort,d-Matrix,inference specialists,d-Matrix — Corsair enters full production,https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/,official,2026-06-09,2026-07-29,other,insertion_evidence,,,,,"Hyperscalers, neoclouds, and frontier labs; can pair with GPUs for heterogeneous inference.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 17 company profile,Vendor-published where based on the company source.; Co-sources: https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/
EV-C17-RISK,2026-07-29,CRN 2026 semiconductor startup cohort,d-Matrix,inference specialists,d-Matrix — Corsair enters full production,https://www.d-matrix.ai/announcements/d-matrix-corsair-ai-inference-platform-enters-full-production-to-meet-customer-demand/,official,2026-06-09,2026-07-29,roi_financial,risk_evidence,,,,,"Volume ramp, model coverage, and repeatable customer economics must prove beyond early priority accounts.",,medium,medium,Evidence-supported synthesis or directional judgment; not independently validated.,slide 17 company profile,Vendor-published where based on the company source.; Co-sources: https://www.d-matrix.ai/announcements/d-matrix-raises-275-million-to-power-the-age-of-ai-inference/
